"product_category_name","seller_id","seller_city","seller_state","total_ordenes","precio_promedio","costo_envio_promedio","costo_total_promedio"
cama_mesa_banho,"951e8cef368f09bb3f3d03c00ca4702c",ibitinga,SP,48,56.59,20.74,77.33
cama_mesa_banho,fdb9095204a334cd8872252ffec6f2db,sao paulo,SP,46,133.7,18.58,152.28
cama_mesa_banho,b39d7fe263ef469605dbb32608aee0af,ibitinga,SP,44,105.98,21.69,127.67
cama_mesa_banho,"0176f73cc1195f367f7b32db1e5b3aa8",ibitinga,SP,38,121.36,33.0,154.36
cama_mesa_banho,"8a32e327fe2c1b3511609d81aaf9f042",sao paulo,SP,32,65.65,14.58,80.23
cama_mesa_banho,ea67327e24487bdfac5fbfa37ea124df,ibitinga,SP,32,183.83,27.36,211.18
cama_mesa_banho,e38db885400cd35c71dfd162f2c1dbcf,brasilia,DF,30,64.59,20.96,85.55
cama_mesa_banho,"7d456afc660226829370f3173d14520c",mogi das cruzes,SP,29,111.83,20.16,131.99
cama_mesa_banho,d4e12e7884759a14fa0f5f896c791cae,sao paulo,SP,29,43.75,13.74,57.49
cama_mesa_banho,"2d50d6282f8aa2257819a77bfaa0efe0",ibitinga,SP,27,92.78,20.39,113.17
cama_mesa_banho,"0885aaf116795758dfeb5f1032487bcd",ferraz de vasconcelos,SP,26,85.11,15.35,100.46
cama_mesa_banho,"1dc2de47ee26a0a5b12dc14fd6dc0dea",ibitinga,SP,25,61.86,22.86,84.72
cama_mesa_banho,"3b872fd4747f01cc56206f2934198618",ibitinga,SP,25,100.99,41.35,142.34
cama_mesa_banho,"318f287a62ab7ac10b703ac37435a231",sao paulo,SP,23,56.51,17.18,73.69
cama_mesa_banho,"17306570e772e7718c92a562d33f5f1d",bariri,SP,22,249.42,19.6,269.02
cama_mesa_banho,"4200ddf1967c5e41e48db62bc6d4b5ac",sao bernardo do campo,SP,22,16.95,11.55,28.49
casa_conforto,"4a3ca9315b744ce9f8e9374361493884",ibitinga,SP,226,101.04,17.6,118.64
casa_conforto,"2528513dd95219a6013d4d05176e391a",osasco,SP,93,278.68,24.79,303.48
casa_construcao,"213b25e6f54661939f11710a6fddb871",salto,SP,139,79.09,17.51,96.6
casa_construcao,"1025f0e2d44d7041d6cf58b6550e0bfa",sao paulo,SP,59,167.66,32.74,200.4
casa_construcao,"8a130737016f838139d31878787a39c9",sao paulo,SP,50,70.29,13.89,84.18
climatizacao,"7a241947449cc45dbfda4f9d0798d9d0",jacutinga,MG,33,121.67,22.94,144.61
consoles_games,"37515688008a7a40ac93e3b2e4ab203f",dracena,SP,227,24.27,14.28,38.55
consoles_games,"7299e27ed73d2ad986de7f7c77d919fa",araguari,MG,154,81.7,19.03,100.72
consoles_games,"522620dcb18a6b31cd7bdf73665113a9",cascavel,PR,92,382.42,25.56,407.98
consoles_games,e8b3a3a38279a82f0e5d006d5e5b7d2c,jussara,PR,51,104.94,18.65,123.59
consoles_games,"43f8c9950d11ecd03a0304a49e010da6",carapicuiba,SP,41,103.65,13.6,117.25
consoles_games,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,36,81.69,14.04,95.73
consoles_games,"66e0557ecc2b4dbea057e93f215f68d8",sao paulo,SP,31,402.58,16.06,418.64
consoles_games,"17e34d8224d27a541263c4c64b11a56b",riberao preto,SP,28,212.64,19.84,232.48
consoles_games,"080102cd0a76b09e0dcf55fcacc60e05",belo horizonte,MG,26,12.78,14.88,27.66
consoles_games,"16090f2ca825584b5a147ab24aa30c86",atibaia,SP,25,323.04,14.03,337.07
consoles_games,"81f89e42267213cb94da7ddc301651da",presidente prudente,SP,21,77.16,15.56,92.72
consoles_games,fc906263ca5083d09dce42fe02247800,belo horizonte,MG,21,36.19,16.54,52.73
construcao_ferramentas_construcao,"8648b1e89e9b349e32d3741b30ec737e",jacarei,SP,75,70.09,14.66,84.75
construcao_ferramentas_construcao,"6860153b69cc696d5dcfe1cdaaafcf62",capivari,SP,72,44.49,17.82,62.31
construcao_ferramentas_construcao,"0b35c634521043bf4b47e21547b99ab5",teixeira soares,PR,51,173.51,18.91,192.42
construcao_ferramentas_construcao,"59b22a78efb79a4797979612b885db36",uberlandia,MG,39,289.05,41.57,330.62
construcao_ferramentas_construcao,e0a366315b1b726b6c7832d664c0f530,sao paulo,SP,36,140.46,14.66,155.12
construcao_ferramentas_construcao,"960945e1a9535cbc0cd6ddd35fbe7ae8",sao paulo,SP,25,125.09,17.3,142.4
construcao_ferramentas_construcao,"72c5da29406b4234927b81855e7b64f6",guarulhos,SP,24,425.82,26.11,451.94
construcao_ferramentas_construcao,"001cca7ae9ae17fb1caed9dfb1094831",cariacica,ES,23,108.36,47.0,155.36
construcao_ferramentas_ferramentas,c8467937e403e76a8ee9f0ab13f6f5ef,pocos de caldas,MG,30,56.18,17.85,74.02
construcao_ferramentas_iluminacao,d6b1ce66b035a475f00c017792ff9769,salto,SP,67,121.24,18.32,139.56
construcao_ferramentas_iluminacao,"1025f0e2d44d7041d6cf58b6550e0bfa",sao paulo,SP,66,238.37,46.12,284.48
construcao_ferramentas_iluminacao,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,41,40.86,11.94,52.79
construcao_ferramentas_jardim,"8bb48dc19fccaa8613b6229bf7f452a2",assis,SP,54,46.81,21.63,68.45
construcao_ferramentas_jardim,f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,SP,41,94.58,26.55,121.13
construcao_ferramentas_seguranca,"4a3ccda38b2129705f3fb522db62ca31",marilia,SP,50,249.19,18.86,268.06
construcao_ferramentas_seguranca,"06e5eefc71ec47ae763c5c6f8db7064f",porto alegre,RS,27,328.05,26.49,354.55
cool_stuff,"7a67c85e85bb2ce8582c35f2203ad736",sao paulo,SP,1064,126.67,17.89,144.57
cool_stuff,ceaec5548eefc6e23e6607c5435102e7,sao paulo,SP,176,237.89,29.64,267.53
cool_stuff,"7ddcbb64b5bc1ef36ca8c151f6ec77df",sao paulo,SP,172,162.07,22.12,184.19
cool_stuff,"12b9676b00f60f3b700e83af21824c0e",montenegro,RS,132,199.37,26.62,225.99
cool_stuff,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,115,34.89,16.59,51.48
cool_stuff,"48436dade18ac8b2bce089ec2a041202",volta redonda,SP,114,69.6,18.89,88.49
cool_stuff,"834f3294fba9f932f56edc879193f925",araraquara,SP,65,602.44,64.76,667.2
cool_stuff,cb8bcce248bb1fb274ba762d8b971456,santa rita do sapucai,MG,63,139.03,17.12,156.15
cool_stuff,"850f4f8af5ea87287ac68de36e29107f",sao paulo,SP,56,414.17,18.47,432.64
cool_stuff,aac29b1b99776be73c3049939652091d,uberlandia,MG,54,64.51,22.18,86.69
cool_stuff,"4869f7a5dfa277a7dca6462dcf3b52b2",guariba,SP,53,179.62,18.38,198.0
cool_stuff,dc317f341ab0e22f39acbd9dbf9b4a1f,cachoeirinha,RS,52,332.96,63.48,396.44
cool_stuff,e9bc59e7b60fc3063eb2290deda4cced,maringa,PR,45,141.54,15.99,157.53
cool_stuff,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,35,59.84,13.75,73.6
cool_stuff,"537eb890efff034a88679788b647c564",rio de janeiro,RJ,34,41.33,14.23,55.56
cool_stuff,"8cbac7e12637ed9cffa18c7875207478",jaragua do sul,SC,34,42.5,18.98,61.48
cool_stuff,"3504c0cb71d7fa48d967e0e4c94d59d9",maua,SP,33,46.68,12.22,58.9
cool_stuff,"2e90cb1677d35cfe24eef47d441b7c87",sao paulo,SP,32,130.44,33.21,163.65
cool_stuff,"44073f8b7e41514de3b7815dd0237f4f",brasilia,DF,32,95.71,21.48,117.19
cool_stuff,"05ff92fedb5be47920fea08e501238b9",santo angelo,RS,30,283.05,26.0,309.05
cool_stuff,"855668e0971d4dfd7bef1b6a4133b41b",itatiba,SP,28,188.32,26.57,214.89
cool_stuff,c0563dd588b775f2e37747ef6ad6c92c,santo andre,SP,28,132.04,14.2,146.24
cool_stuff,"2a84855fd20af891be03bc5924d2b453",belo horizonte,MG,27,96.7,23.29,119.99
cool_stuff,c847e075301870dd144a116762eaff9a,uberaba,MG,27,83.58,21.05,104.63
cool_stuff,"46dc3b2cc0980fb8ec44634e21d2718e",rio de janeiro,RJ,26,318.99,30.92,349.91
cool_stuff,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,26,122.63,21.87,144.49
cool_stuff,"432c37c9dfba871172ec162e20118b8c",brasilia,DF,22,45.52,17.65,63.17
cool_stuff,"8444e55c1f13cd5c179851e5ca5ebd00",congonhal,MG,22,238.41,20.93,259.34
cool_stuff,"4e922959ae960d389249c378d1c939f5",jacarei,SP,21,65.54,14.54,80.08
cool_stuff,"7aa4334be125fcdd2ba64b3180029f14",laranjal paulista,SP,21,74.26,15.77,90.03
dvds_blu_ray,"75fbb52eda0cbc24f479d3b2fbfa8d3e",goiania,GO,40,26.3,21.94,48.24
eletrodomesticos,d91fb3b7d041e83b64a00a3edfb37e4f,praia grande,SP,500,71.34,16.89,88.23
eletrodomesticos,"4559697a8f7e637227c2eeaed843baff",presidente prudente,SP,36,69.9,18.71,88.61
eletrodomesticos,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,34,32.82,14.98,47.79
eletrodomesticos,"9674754b5a0cb32b638cec001178f799",sao paulo,SP,24,59.1,13.51,72.61
eletrodomesticos_2,e882b2a25a10b9c057cc49695f222c19,teresopolis,RJ,34,1127.68,52.44,1180.12
eletrodomesticos_2,"4917cee8d902e13428c3ec4b1ca6f315",blumenau,SC,29,166.96,37.12,204.08
eletrodomesticos_2,"13d058e4eeac2ce8217660b2f8a05812",osasco,SP,23,166.51,40.27,206.78
eletronicos,"8b321bb669392f5163d04c59e235e066",sao paulo,SP,850,15.58,13.88,29.46
eletronicos,"128639473a139ac0f3e5f5ade55873a5",maringa,PR,516,20.56,17.5,38.06
eletronicos,"5656537e588803a555b8eb41f07a944b",brasilia,DF,84,21.67,16.65,38.32
eletronicos,"2e90cb1677d35cfe24eef47d441b7c87",sao paulo,SP,81,96.76,16.86,113.62
eletronicos,dbd66278cbfe1aa1000f90a217ca4695,sao paulo,SP,67,50.67,15.23,65.9
eletronicos,"4e922959ae960d389249c378d1c939f5",jacarei,SP,52,63.22,15.3,78.52
eletronicos,"582d4f8675b945722eda7c0cb61ba4c7",bertioga,SP,51,55.44,13.58,69.02
eletronicos,e9d99831abad74458942f21e16f33f92,sao paulo,SP,50,37.0,12.34,49.34
eletronicos,c003204e1ab016dfa150abc119207b24,cajamar,SP,44,128.09,31.28,159.37
eletronicos,"6039e27294dc75811c0d8a39069f52c0",osasco,SP,36,216.11,31.97,248.08
eletronicos,"70a12e78e608ac31179aea7f8422044b",jacarei,SP,31,115.63,15.07,130.7
eletronicos,b4a476fbd28de64b1e347abf9089366a,itapevi,SP,31,156.08,27.3,183.38
eletronicos,"7178f9f4dd81dcef02f62acdf8151e01",videira,SC,24,90.3,17.66,107.97
eletronicos,edf96ef93ed595084bbcbd9224bd2894,sao paulo,SP,24,133.22,22.1,155.32
eletronicos,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,23,60.64,17.95,78.59
eletronicos,c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,21,82.74,12.82,95.55
eletronicos,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,21,39.82,12.22,52.04
eletroportateis,"4e7c18b98d84e05cbae3ff0ff03846c2",jaboticabal,SP,70,104.46,31.32,135.78
eletroportateis,"9674754b5a0cb32b638cec001178f799",sao paulo,SP,57,45.77,11.99,57.75
eletroportateis,cc3d14116804f7209f3884f6367f1152,curitiba,PR,25,199.19,20.35,219.54
esporte_lazer,"218d46b86c1881d022bce9c68a7d4b15",ribeirao preto,SP,374,131.84,17.95,149.8
esporte_lazer,"4d6d651bd7684af3fffabd5f08d12e5a",jau,SP,362,108.77,20.09,128.86
esporte_lazer,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,276,138.98,19.78,158.76
esporte_lazer,e9779976487b77c6d4ac45f75ec7afe9,praia grande,SP,276,67.85,13.59,81.44
esporte_lazer,"4c2b230173bb36f9b240f2b8ac11786e",sao paulo,SP,260,42.21,12.7,54.91
esporte_lazer,c3867b4666c7d76867627c2f7fb22e21,guara,SP,245,143.45,19.47,162.92
esporte_lazer,"54a1852d1b8f10312c55e906355666ee",santa barbara d'oeste,SP,173,84.43,16.49,100.92
esporte_lazer,"8f2ce03f928b567e3d56181ae20ae952",pirituba,SP,153,124.07,21.93,146.0
esporte_lazer,"7008613ea464bad5cb9b83456e1e6a8f",canoinhas,SC,127,49.85,19.76,69.62
esporte_lazer,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,121,116.66,20.13,136.79
esporte_lazer,"669ae81880e08f269a64487cfb287169",rio do sul,SC,106,52.76,17.62,70.38
esporte_lazer,"9616352088dcf83a7c06637f4ebf1c80",umuarama,PR,92,58.19,18.24,76.43
esporte_lazer,"440dd6ab244315c632130ecfb63827b1",votuporanga,SP,91,148.35,22.24,170.59
esporte_lazer,"76d5af76d0271110f9af36c92573f765",sao paulo,SP,90,250.56,26.43,276.98
esporte_lazer,"70eea00b476a314817cefde4aad4f89a",itatiba,SP,89,291.26,23.69,314.95
esporte_lazer,"7b07b3c7487f0ea825fc6df75abd658b",sao paulo,SP,89,93.47,13.62,107.09
esporte_lazer,"80e6699fe29150b372a0c8a1ebf7dcc8",pinhais,PR,87,113.48,27.61,141.09
esporte_lazer,"530ec6109d11eaaf87999465c6afee01",cascavel,PR,84,129.2,26.0,155.2
esporte_lazer,"0509040ea3fe50071181bbc359eb7738",belo horizonte,MG,81,38.33,14.66,52.99
esporte_lazer,"8d956fec2e4337affcb520f56fd8cbfd",sao bernardo do campo,SP,80,49.14,13.8,62.94
esporte_lazer,"6b243f80ed07b10f0e8aa0f21a205f3c",curitiba,PR,79,70.34,17.39,87.72
esporte_lazer,d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,RJ,78,165.88,14.31,180.19
esporte_lazer,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,77,91.65,16.81,108.46
esporte_lazer,"670c26e0f1bf8d0576271d5cfaec6d2b",maringa,PR,73,75.61,19.85,95.46
esporte_lazer,"2e1c9f22be269ef4643f826c9e650a52",sao paulo,SP,65,77.47,14.42,91.89
esporte_lazer,a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,64,34.93,14.11,49.04
esporte_lazer,"1da3aeb70d7989d1e6d9b0e887f97c23",sao paulo,SP,63,38.06,13.13,51.19
esporte_lazer,"5b925e1d006e9476d738aa200751b73b",sao paulo,SP,63,122.99,16.72,139.71
esporte_lazer,"0be8ff43f22e456b4e0371b2245e4d01",sao paulo,SP,59,40.32,12.7,53.02
esporte_lazer,a3a38f4affed601eb87a97788c949667,joinville,SC,59,110.76,20.25,131.01
esporte_lazer,"08633c14ef2db992c11f840f04fad4cd",ribeirao pires,SP,58,94.12,14.83,108.95
esporte_lazer,"4371b634e0efc0e22b09b52907d9d469",sao paulo,SP,58,99.6,14.58,114.18
esporte_lazer,"6d803cb79cc31c41c4c789a75933b3c7",sao joaquim da barra,SP,58,131.99,18.39,150.38
esporte_lazer,aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,58,76.35,19.8,96.15
esporte_lazer,c864036feaab8c1659f65ea4faebe1da,campo largo,PR,58,180.24,31.82,212.06
esporte_lazer,"46dc3b2cc0980fb8ec44634e21d2718e",rio de janeiro,RJ,56,249.28,26.53,275.81
esporte_lazer,d566c37fa119d5e66c4e9052e83ee4ea,sao paulo,SP,55,72.9,13.33,86.23
esporte_lazer,"376a891762bbdecbc02b4b6adec3fdda",goiania,GO,51,81.96,21.34,103.29
esporte_lazer,"50c9975695009e5e6473912e83a6d1da",claudio,MG,50,58.3,42.93,101.23
esporte_lazer,"9b013e03b2ab786505a1d3b5c0756754",vicente de carvalho,SP,49,38.23,11.49,49.72
esporte_lazer,cb3dd9ce66268c7a3ca7241ac70ab58c,sao paulo,SP,49,56.04,16.07,72.11
esporte_lazer,"3db66a856d18a9cba7c9241fc5221c50",ponte nova,MG,46,67.82,17.66,85.48
esporte_lazer,"9b00ed88b7fdb95d6ff76e27c1b52d16",sao paulo,SP,46,32.66,11.5,44.17
esporte_lazer,dbc22125167c298ef99da25668e1011f,borda da mata,MG,46,105.15,19.49,124.64
esporte_lazer,cd68562d3f44870c08922d380acae552,ribeirao preto,SP,43,154.25,16.6,170.85
esporte_lazer,"066a6914e1ebf3ea95a216c73a986b91",foz do iguacu,PR,42,141.98,24.34,166.32
esporte_lazer,"02f623a8eb246f3c5f7c2f96462654e6",botucatu,SP,41,145.32,18.93,164.25
esporte_lazer,"751bdc4d83a466c7206cd42e8f426b03",ribeirao pires,SP,41,109.75,14.84,124.59
esporte_lazer,b1ac6ea7895bc3dd6f0f6f4abbdd2821,canoas,RS,40,76.56,20.13,96.69
esporte_lazer,"4da0e408c99d2fdc2126dc9fce518060",cornelio procopio,PR,39,52.74,17.04,69.78
esporte_lazer,"55a5b51f93f2b70ea513f5a047b0262a",sao joao del rei,MG,39,97.62,20.66,118.28
esporte_lazer,ef990a83bbea832f36ebe81376335aa8,joinville,SC,39,101.26,19.56,120.82
esporte_lazer,"14d7985702e72162bbf13b6beb74ab2b",santo andre,SP,37,102.29,14.58,116.87
esporte_lazer,"3fd1e727ba94cfe122d165e176ce7967",araraquara,SP,37,73.82,15.51,89.33
esporte_lazer,"0691148aee60ca47977c187804f935ae",londrina,PR,35,118.18,30.29,148.47
esporte_lazer,"6b3bd31ad8fcda4b2635ec9f3ff2ecdf",rio de janeiro,RJ,35,95.93,17.64,113.57
esporte_lazer,"3c03b12bab54d8b37d79d914bfdb1aa0",sao joao de meriti,RJ,34,104.26,15.95,120.21
esporte_lazer,dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,33,77.69,19.21,96.9
esporte_lazer,"2745f798279e0ed033addcc1474776d7",sao paulo,SP,32,114.64,21.76,136.41
esporte_lazer,"33ac3e28642ab8bda860a2f693000e78",cotia,SP,32,99.43,13.84,113.27
esporte_lazer,"6a0cbc8af2e8abd1bdfb777943d174c6",batatais,SP,31,114.02,20.95,134.97
esporte_lazer,"6d66611d7c44cc30ce351abc49a68421",sao paulo,SP,31,98.04,19.87,117.92
esporte_lazer,"78c99c6dff4eeae5be99bf635ed21e3f",marilia,SP,31,52.07,17.05,69.12
esporte_lazer,"750303a20e9c56b2a6bc45cdce0b897d",goiania,GO,30,200.33,25.14,225.48
esporte_lazer,"1b8356dabde1d35e17cef975c3f82730",sao paulo,SP,29,49.02,16.43,65.45
esporte_lazer,"318f287a62ab7ac10b703ac37435a231",sao paulo,SP,29,22.5,18.98,41.48
esporte_lazer,"4aba391bc3b88717ce08eb11e44937b2",arraial d'ajuda (porto seguro),BA,28,257.13,27.46,284.59
esporte_lazer,e2aee0892199b1d92530e371abd825bf,rolandia,PR,27,130.62,85.04,215.66
esporte_lazer,f7ba60f8c3f99e7ee4042fdef03b70c4,sao bernardo do campo,SP,27,88.9,17.59,106.49
esporte_lazer,"06df0c10d34e459d9672bc77388742eb",maringa,PR,26,302.33,17.53,319.86
esporte_lazer,"2089a6d640999f9b9141ac719b2af596",sao carlos,SP,26,118.33,15.0,133.33
esporte_lazer,c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,26,86.6,18.04,104.64
esporte_lazer,"5b67882648febfb6e1225e6ad7164f6b",umuarama,PR,25,214.05,20.58,234.63
esporte_lazer,d12c926d74ceff0a90a21184466ce161,sao paulo,SP,25,35.15,11.82,46.97
esporte_lazer,"2e13c71026e1a39ba5cc1b86dcb679aa",sao paulo,SP,24,135.46,18.47,153.94
esporte_lazer,"96804ea39d96eb908e7c3afdb671bb9e",ibia,MG,24,109.95,18.68,128.63
esporte_lazer,bc47d5d1490df2b36add65d733eafaba,santo andre,SP,24,40.19,16.6,56.8
esporte_lazer,e89c4adbe7b1d0819dbb636e16461cf1,indaiatuba,SP,24,127.25,18.19,145.45
esporte_lazer,"821fb029fc6e495ca4f08a35d51e53a5",sao paulo,SP,23,699.05,56.17,755.22
esporte_lazer,"730937bf88cb151eb2eb849f642fc213",rio claro,SP,22,108.51,17.54,126.04
esporte_lazer,"7f2617c58d5d06806987308b45654351",sao paulo,SP,22,158.99,14.19,173.19
esporte_lazer,"916748bc99315c2d202898ae58b1617e",sorocaba,SP,22,9.84,11.79,21.63
esporte_lazer,cea729054f157f5870bdd321a958d994,sao paulo,SP,22,92.92,13.5,106.42
esporte_lazer,df56d7b40d437f88407c5f78b63bc328,cascavel,PR,22,111.65,18.41,130.06
esporte_lazer,f08c008c8a8d31417763738a1788a2a8,santa terezinha de itaipu,PR,22,56.16,18.39,74.55
esporte_lazer,"0ef83d7d83ed97cd2a0049ac8be5f88a",curitiba,PR,21,111.34,22.64,133.97
esporte_lazer,"7e1fb0a3ebfb01ffb3a7dae98bf3238d",franca,SP,21,123.59,15.46,139.05
fashion_bolsas_e_acessorios,"6560211a19b47992c3666cc44a7e94c0",sao paulo,SP,325,53.17,13.11,66.27
fashion_bolsas_e_acessorios,"0ea22c1cfbdc755f86b9b54b39c16043",sete lagoas,MG,217,40.32,15.8,56.12
fashion_bolsas_e_acessorios,cab85505710c7cb9b720bceb52b01cee,sao paulo,SP,206,54.49,13.9,68.4
fashion_bolsas_e_acessorios,e5a3438891c0bfdb9394643f95273d8e,limeira,SP,148,30.87,13.17,44.04
fashion_bolsas_e_acessorios,"643214e62b870443ccbe55ab29a4dccf",sao paulo,SP,65,49.25,13.86,63.11
fashion_bolsas_e_acessorios,b372ee768ed69e46ca8cdbd267aa7a38,sao jose do rio preto,SP,63,183.04,17.16,200.2
fashion_bolsas_e_acessorios,d98eec89afa3380e14463da2aabaea72,porto alegre,RS,61,29.83,18.94,48.77
fashion_bolsas_e_acessorios,efcd8d2104f1a05d028af7bad20d974b,aracatuba,SP,47,47.54,16.77,64.32
fashion_bolsas_e_acessorios,"891071be6ba827b591264c90c2ae8a63",sao paulo,SP,45,59.84,13.07,72.92
fashion_bolsas_e_acessorios,d57e18d5f73c7ccb7f7339b61166898d,sao paulo,SP,42,55.17,13.95,69.13
fashion_bolsas_e_acessorios,"20d83f3ef0e6925fd74bfd59170babf7",sao paulo,SP,40,53.77,12.1,65.87
fashion_bolsas_e_acessorios,f214d28e8d8e3ef068748498ccc2f813,sao paulo,SP,37,35.81,14.23,50.05
fashion_bolsas_e_acessorios,"0ebd97a106433a45a4aebe57c1799778",contagem,MG,31,95.21,19.21,114.43
fashion_bolsas_e_acessorios,"33576ec5412fb5905d876f12f33bfde6",curitiba,PR,31,84.94,17.81,102.75
fashion_bolsas_e_acessorios,"3c487ae8f8d7542beff5788e2e0aea83",gama,DF,30,284.42,21.81,306.22
fashion_bolsas_e_acessorios,"0cbcee27c791afa0cdcb08587a2013a8",tres coracoes,MG,29,120.1,20.59,140.69
fashion_bolsas_e_acessorios,"1da3aeb70d7989d1e6d9b0e887f97c23",sao paulo,SP,27,23.06,11.55,34.61
fashion_bolsas_e_acessorios,"1f1bb1f0859883505541bdd6606193e5",sao paulo,SP,25,499.36,17.46,516.83
fashion_bolsas_e_acessorios,"272f092de69afedd4d2969440b37f18f",sao paulo,SP,24,48.19,12.41,60.59
fashion_calcados,"7142540dd4c91e2237acb7e911c4eba2",penapolis,SP,92,90.06,18.9,108.96
fashion_calcados,"827f8f69dfa529c561901c4f2e0f332f",curitiba,PR,66,32.32,15.51,47.83
fashion_calcados,"048c2757535328e0d7dac690ad3c0aae",franca,SP,51,181.66,25.22,206.88
fashion_roupa_masculina,aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,31,110.01,20.6,130.61
fashion_roupa_masculina,dc8798cbf453b7e0f98745e396cc5616,sao paulo,SP,23,36.72,11.8,48.52
fashion_underwear_e_moda_praia,a6fe7de3d16f6149ffe280349a8535a0,franca,SP,51,55.86,14.28,70.14
fashion_underwear_e_moda_praia,"4bf2f4ee540798a61f9636d12cd9cc80",assis,SP,26,156.85,16.3,173.15
ferramentas_jardim,"1f50f920176fa81dab994f9023523100",sao jose do rio preto,SP,1378,54.8,17.89,72.69
ferramentas_jardim,a1043bafd471dff536d0c462352beb48,ilicinea,MG,399,128.16,42.44,170.6
ferramentas_jardim,"001cca7ae9ae17fb1caed9dfb1094831",cariacica,ES,177,104.5,35.78,140.28
ferramentas_jardim,"1127b7f2594683f2510f1c2c834a486b",campinas,SP,107,53.22,13.99,67.21
ferramentas_jardim,"81a1104df0f08b59c68aa5b03cfe398e",sao jose dos pinhais,PR,73,129.05,24.85,153.91
ferramentas_jardim,e26901d5ab434ce92fd9b5c256820a4e,maua,SP,70,35.79,13.52,49.31
ferramentas_jardim,eeb6de78f79159600292e314a77cbd18,lages,SC,67,526.03,33.81,559.84
ferramentas_jardim,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,64,158.8,16.13,174.93
ferramentas_jardim,d50d79cb34e38265a8649c383dcffd48,sao paulo,SP,46,190.88,25.93,216.82
ferramentas_jardim,ff063b022a9a0aab91bad2c9088760b7,santo andre,SP,44,122.69,21.13,143.82
ferramentas_jardim,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,41,29.82,16.2,46.02
ferramentas_jardim,"48162d548f5b1b11b9d29d1e01f75a61",piracicaba,SP,33,246.5,25.69,272.19
ferramentas_jardim,"23c38debaffe4a25a30fdbd9b586a13f",votorantim,SP,30,102.08,15.14,117.22
ferramentas_jardim,dfc5fb7259bb2b599ca565e6e9448f0f,sao bernardo do campo,SP,30,187.09,21.86,208.95
ferramentas_jardim,"23a0ffca143a15b9b5bbdb7d552f626a",sao pedro,SP,22,159.5,24.86,184.36
ferramentas_jardim,"282f23a9769b2690c5dda22e316f9941",belo horizonte,MG,22,61.78,16.67,78.45
ferramentas_jardim,"73a63f72308aa20a46f4b1632018f196",curitiba,PR,22,234.97,28.35,263.32
ferramentas_jardim,f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,PR,22,28.74,16.64,45.39
ferramentas_jardim,"79ed755314cfe6df0daef2c6cd3022cd",rio claro,SP,21,159.45,18.13,177.57
ferramentas_jardim,"903037660cf848a717166eb7a06d616e",sao paulo,SP,21,69.54,14.56,84.1
industria_comercio_e_negocios,"0dd184061fb0eaa7ca37932c68ab91c5",guarulhos,SP,92,88.06,30.32,118.38
industria_comercio_e_negocios,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,31,113.94,15.65,129.59
industria_comercio_e_negocios,"7681ef142fd2c19048da7430856b5588",guarulhos,SP,23,91.38,30.03,121.41
informatica_acessorios,"85d9eb9ddc5d00ca9336a2219c97bb13",belo horizonte,MG,473,29.57,16.64,46.2
informatica_acessorios,"9f505651f4a6abe901a56cdc21508025",sao paulo,SP,342,65.48,14.36,79.83
informatica_acessorios,de722cd6dad950a92b7d4f82673f8833,recife,PE,324,144.19,25.5,169.69
informatica_acessorios,a1043bafd471dff536d0c462352beb48,ilicinea,MG,323,137.65,40.12,177.77
informatica_acessorios,"897060da8b9a21f655304d50fd935913",ribeirao preto,SP,305,52.4,15.26,67.66
informatica_acessorios,"88460e8ebdecbfecb5f9601833981930",maringa,PR,248,104.46,16.54,121.0
informatica_acessorios,"87142160b41353c4e5fca2360caf6f92",porto alegre,RS,246,96.98,21.45,118.43
informatica_acessorios,f457c46070d02cadd8a68551231220dd,maringa,PR,199,81.59,15.87,97.47
informatica_acessorios,e9bc59e7b60fc3063eb2290deda4cced,maringa,PR,172,124.81,17.73,142.53
informatica_acessorios,"0b90b6df587eb83608a64ea8b390cf07",maringa,PR,164,136.15,17.22,153.37
informatica_acessorios,"9c0e69c7bf2619675bbadf47b43f655a",sao jose dos campos,SP,157,162.91,14.1,177.01
